id;db;Marca temporal;Correo electrónico;Nombre de la empresa;Dirección de la empresa;Teléfono de contacto;Por favor indique el número de colaboradores que tiene su empresa o comercio;¿En su empresa o comercio cuentan con colaboradoras mujeres?;Por favor indique el número de mujeres que trabajan en su empresa o comercio;Porcentaje mujeres;De sus empleadas mujeres, ¿Cuántas hacen parte de la cadena de distribución del negocio (conducen, reparten domicilios, acompañan las entregas, etc.)?;% mujeres en la distribución;De las mujeres vinculadas a la cadena logística de su empresa o comercio ¿Cuántas están vinculadas por contrato laboral?;% mujeres vinculadas;Entre sus colaboradoras mujeres, alguna(s) se identifica(n) con los siguientes grupos poblacionales:;¿Acompañan y/o apoyan el proceso formativo de las mujeres que hacen parte de la cadena logística?;Por favor, indique dentro de la siguientes categorías, cuál se relaciona con la actividad realizada en su comercio:;De acuerdo al listado señale en orden de importancia las 3 principales actividades comerciales que se desarrollan en su establecimiento:;Productos principales;¿Su establecimiento cuenta con espacio de bodega o almacenamiento de mercancías o productos?;¿Con cuántos espacios de bodega cuenta?;¿En qué piso se ubica(n) la(s) bodegas que sirven a su empresa o comercio?;Por favor, indique el área de la bodega que sirve a su comercio en metros cuadrados:;Por favor, indique la altura en metros de la bodega que sirve a su comercio:;¿El(los) espacio(s) de bodega están ubicados al interior de la ZUAP?;¿En qué municipio se encuentra ubicada la bodega que sirve a su comercio?;Por favor, indique el tipo de bodega con la que cuenta:;Por favor, seleccione los días en los cuales recibe materiales, materias primas o productos:;¿Cuántas veces por semana abastece su establecimiento?;Por favor, indique los horarios durante los cuales realiza las actividades de cargue y descargue de las mercancías:;Por favor, indique la forma en la que ingresa la mercancía a su comercio o área de bodega:;"En una escala de 1 a 5, donde 1 es ""Muy inseguro"" y 5 ""Muy seguro"", ¿considera usted que el proceso de cargue y descargue de mercancías en camión, carro o motocicleta es?";"En una escala de 1 a 5, donde 1 es ""Muy inseguro"" y 5 ""Muy seguro"", ¿considera usted que el proceso de cargue y descargue de mercancías en bicicleta es?";¿El establecimiento o bodega posee alguno de los siguientes elementos para el cargue y descargue de mercancías?;¿Qué medio realiza para el envío de sus artículos a domicilio?;¿Cuántos domicilios realiza a diario su establecimiento?;¿Qué medio realiza para el envío de sus ventas por internet?;¿Cuántos envíos de artículos vendidos por internet realiza a diario su establecimiento?;Ir al fin de la encuesta.;De acuerdo con el tipo de carga que distribuye su empresa, indique máximo 3 tipos en el siguiente listado:;¿El origen de la mercancía que transporta es el Valle de Aburrá?;Por favor, indique el municipio:;Por favor, indique cuántas entregas hace en el centro de Medellín al día:;Por favor, indique el número de establecimientos que surte en el centro de Medellín a diario:;¿Cuántos pedidos recibe su empresa diariamente que tienen como destino el centro de Medellín?;Por favor indique la cantidad de vehículos con combustión a diésel (ACPM) con los que cuenta su empresa:;Por favor indique la cantidad de vehículos con combustión a gasolina con los que cuenta su empresa:;Por favor indique la cantidad de vehículos con combustión a gas natural vehicular (GNV) con los que cuenta su empresa:;Por favor indique la cantidad de vehículos con motor eléctrico con los que cuenta su empresa:;Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos anteriores a 1990];Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 1991 y 2000];Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 2001 y 2010];Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 2011 y 2015];Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos del 2016 en adelante];¿Cuánto es el rendimiento en galones/kilómetro, de sus vehículos a ACPM?;¿Cuánto es el rendimiento en galones/kilómetro, de sus vehículos a gasolina?;¿Cuánto es el rendimiento en metros cúbicos/kilómetro, de sus vehículos a GNV?;¿Cuánto es el rendimiento kilowatt-hora, de sus vehículos eléctricos?;¿Cuánto es el costo total por movilizar un camión cargado hacia el centro de Medellín?;¿Cuántas horas al volante permanece durante un turno de reparto una/un conductora/or en su empresa?;"De acuerdo con la siguiente escala, donde 1 es ""Muy compleja"" y 5 es ""Muy adecuada"" ¿Cómo considera la relación de sus conductores con los demás actores viales (peatones, ciclistas, conductores, transporte público) en el espacio público de la ZUAP?";¿Al interior de su empresa se realizan actividades que promuevan la actividad física entre sus calaboradoras/es?;¿Qué actividades se realizan?;¿Cuántas veces por semana se realizan actividades para promover la actividad física?;¿Conoce usted el Decreto No 1790 de noviembre 20 de 2012 (Decreto de Zona Amarilla o de cargue y descargue en el centro de la ciudad)?
418;my;5/17/2022 10:17:01;Linalexanesa@yahoo.es;Imperio del peluquero;Kr 49 # 49 13;3023355929;6;Sí;6;100%;6;100%;6;100%;Ninguna de las anteriores;No;Venta al detalle;Venta de productos de belleza;Cosméticos y productos de belleza;Interno;1;1;60;3;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00;"En carreta ""zorrilla""";3;3;Carretilla;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
419;my;5/17/2022 10:16:09;essentynpa@hotmail.com ;Distrigiova;CRA 53a 45 124;3217623141;4;Sí;1;25%;1;100%;1;100%;Madres cabeza de familia;Sí;Proveedor;Textiles ;Moda y textiles;Interno;1;1;25;3;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes;5;08:00 a 09:00;"En carreta ""zorrilla""";5;2;Carretilla;No se realizan domicilios;1;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
420;my;5/17/2022 10:05:03;Elianamartinez2001@hotmail.com;La media naranja Ayacucho ;CL 49 # 49 29;3117039356;15;Sí;9;60%;4;44%;9;100%;Madres cabeza de familia;Sí;Venta al detalle;Textiles;Moda y textiles;Interno;1;4;320;6;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00, 19:00 a 20:00;En camión, estacionado en bahía y la ingresa el personal de mi empresa, En camión, estacionado en parqueadero propiedad de un tercero, En vehículo particular;5;1;Rampa fija, Parqueadero de uso interno;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
421;my;5/17/2022 10:01:51;No aplica;Mundo bebe;Calle 46 53 25;3232272262;2;Sí;1;50%;0;0%;0;0%;Ninguna de las anteriores;No;Venta al detalle;Ropa de bebe;Moda y textiles;No;0;;;;;;;Jueves;2;10:00 a 11:00;En vehículo particular;5;2;Ninguno;Vehículo particular;2;Motocicleta;2;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
422;my;5/17/2022 9:39:16;elpalaciodelasofertas123@gmail.com ;El palacio de las ofertas;Cra52 48 80;3228364924;2;Sí;2;100%;0;0%;2;100%;Madres cabeza de familia;Sí;Venta al detalle;Elementos misceláneos;Artículos para el hogar;Interno;1;1;5;2;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes;2;07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00;"En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En carreta ""zorrilla""";4;4;Carretilla;No se realizan domicilios;1;Caminata;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
423;my;5/17/2022 9:31:33;Almategue@cristal.com ;Cristal ;Cra52 48 44;3112972520;13;Sí;13;100%;2;15%;13;100%;Madres cabeza de familia;Sí;Venta al detalle Confección y moda Textiles;Elementos misceláneos Confección y moda Textiles;Artículos para el hogar;Interno;1;2;500;3;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes;4;06:00 a 07:00, 07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00;En camión, estacionado en bahía y la ingresa el personal de mi empresa;4;5;Carretilla;Caminata;5;Caminata;3;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
424;my;5/16/2022 20:20:24;elypaisarojas@hotmail.com;osaris;cra 54 46 48;3137677109;5;Sí;3;60%;0;0%;3;100%;Madres cabeza de familia;No;Venta al detalle;Textiles;Moda y textiles;Interno;1;1;20;3;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes;6 o más;09:00 a 10:00;"En carreta ""zorrilla""";2;5;Carretilla;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
425;my;5/16/2022 20:16:38;elypaisarojas@hotmail.com;bello hogar;cra 54 46 90;3137677109;3;Sí;1;33%;0;0%;1;100%;Madres cabeza de familia;No;Venta al detalle;Textiles;Moda y textiles;Interno;1;1;8;3;Sí;Medellín;Almacenamiento de inventarios;Lunes, Jueves, Sábado;5;10:00 a 11:00;"En carreta ""zorrilla""";2;2;Carretilla;No se realizan domicilios;0;"Bicicleta normal, Carreta ""zorrilla""";0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
426;my;5/16/2022 20:09:04;yuliet922009@hotmail.com;kompradero 2;cra 53 48 04;3176348875;8;Sí;5;63%;2;40%;2;40%;Migrantes;Sí;Venta al detalle;Textiles;Moda y textiles;Interno;1;1;20;3;Sí;Medellín;Recepción de mercancías;Lunes, Miércoles, Jueves, Viernes, Sábado;5;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00;"En carreta ""zorrilla""";2;2;Carretilla;Motocicleta;1;Motocicleta;5;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
427;my;5/16/2022 18:26:29;dianacrisvas86@iclod.com;Comercializadora Marami SAS;Calle 48#51 42;5123716;6;Sí;5;83%;0;0%;5;100%;Madres cabeza de familia;No;Venta al detalle;Textiles;Moda y textiles;No;0;;;;;;;Martes, Miércoles, Jueves, Viernes;6 o más;09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00;"En carreta ""zorrilla""";4;1;Carretilla;"Carreta ""zorrilla""";2;"Carreta ""zorrilla""";1;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
428;my;5/16/2022 18:18:40;calzado Bucaramanga.medellin16@gmail.com;Calzado Bucaramanga ;Calle 48 # 51 14;2512929;5;Sí;4;80%;0;0%;4;100%;Madres cabeza de familia;No;Venta al detalle;Venta de calzado;Calzado;Interno;1;2;30;2;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 16:00 a 17:00, 17:00 a 18:00;"En carreta ""zorrilla""";3;5;Carretilla;"Carreta ""zorrilla""";0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
429;my;5/16/2022 18:07:57;marysh0819@gmail.com;Marinsas;Calle 48 # 51 24 Local 113;3016115;2;Sí;2;100%;0;0%;2;100%;Madres cabeza de familia;No;Fabricante;Textiles;Moda y textiles;Interno;2;11;80;3;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes;6 o más;10:00 a 11:00, 11:00 a 12:00;"En carreta ""zorrilla""";3;1;Carretilla;No se realizan domicilios;0;Servicio de mensajería ;1;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
430;my;5/16/2022 17:55:01;ANYELA.1513@HOTMAIL.COM;Estermani ;CLL 48 53 44 LOCAL 123 CC 3 VIAS;3103910083;3;Sí;3;100%;2;67%;1;33%;Madres cabeza de familia;No;Venta al detalle;Confección y moda;Moda y textiles;Externo, alquilado;1;1;2;2;Sí;Medellín;Almacenamiento de inventarios;Miércoles;1 vez por semana;09:00 a 10:00;"En carreta ""zorrilla""";3;3;ninguno ;Caminata, Motocicleta;1;Motocicleta;2;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
431;my;5/16/2022 17:40:09;No Aplica ;Brandero;CL 48 53 44 LOCAL 184 CC 3 VIAS;3104055904;4;Sí;1;25%;1;100%;0;0%;Ninguna de las anteriores;No;Venta al detalle;Venta de calzado;Calzado;Externo, compartido con otros comercios;1;2;6;3;Sí;Medellín;Almacenamiento de inventarios;Martes, Sábado;2;09:00 a 10:00;En camión, estacionado en parqueadero propiedad de un tercero;4;4;Rampa fija;Motocicleta;2;Motocicleta, Vehículo particular;2;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
432;my;5/16/2022 17:32:06;traza2diseños@gmail.com;TRAZA2DISEÑOS;Cl 48 53 44 LOCAL 214 CC 3 VIAS;3046445561;5;Sí;1;20%;1;100%;0;0%;Migrantes;No;Venta al detalle;Venta de calzado;Calzado;Interno;1;1;2;3;Sí;Medellín;Recepción de mercancías;Miércoles;1 vez por semana;09:00 a 10:00;"En carreta ""zorrilla""";3;3;Rampa fija;No se realizan domicilios;0;Caminata, Motocicleta;3;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
433;my;5/16/2022 17:30:15;barrientosruben078@gmail.com ;Harifontex;Carrera 53a 45 124;3023364253;6;Sí;3;50%;1;33%;3;100%;Madres cabeza de familia;Sí;Fabricante;Lencería;Moda y textiles;Externo, alquilado;1;1;40;10;No;La Estrella;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes;5;07:00 a 08:00, 08:00 a 09:00;En camión, se descarga internamente;5;1;Carretilla;Furgón;1;Mostrador;1;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
434;my;5/16/2022 17:18:04;Leidy1820@hotmail.com;Sportline108;Calle 46 53 39 local #108;3215441721;1;Sí;1;100%;1;100%;1;100%;Ninguna de las anteriores;Sí;Venta al detalle;Textiles ;Moda y textiles;No;0;;;;;;;Miércoles;2;08:00 a 09:00;En camión, sobre la vía;5;5;1;1;1;Caminata, Van;5;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
435;my;5/16/2022 16:58:12;contabilidadsutextil@gmail.com;SUTEXTIL ;Cl 48 53 106;5129357;6;Sí;3;50%;0;0%;0;0%;Madres cabeza de familia;No;Venta al detalle;Confección y moda;Moda y textiles;Externo, alquilado;1;2;3;2;Sí;Medellín;Recepción de mercancías;Martes, Viernes;1 vez por semana;09:00 a 10:00, 17:00 a 18:00;En camión, estacionado en bahía y la ingresa el personal de mi empresa, En vehículo particular;3;3;Rampa fija;Caminata, Motocicleta, Vehículo particular;3;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
436;my;5/16/2022 16:55:49;buriticamargarita38@gmail.com ;Soficafe;CRA 53 45 115;buriticamargarita38@gmail.com ;1;Sí;1;100%;1;100%;1;100%;Migrantes;Sí;Venta al detalle;Cafetería ;Café;No;0;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;5;10:00 a 11:00, 17:00 a 18:00;En vehículo particular;5;5;Carretilla, Na;Caminata;5;Caminata;1;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
437;my;5/16/2022 16:43:30;Estudiosfcmjeans@gmail.com;FCM ;Carrera 53 46 115;3000293229;2;Sí;2;100%;2;100%;2;100%;Madres cabeza de familia;Sí;Fabricante;Textiles;Moda y textiles;Externo, propio;4;9;5;4;Sí;Medellín;Recepción de mercancías;Martes;2;17:00 a 18:00;"En carreta ""zorrilla""";5;1;Carretilla, Elevador;Motocicleta;1;Motocicleta, Vehículo particular;3;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
438;my;5/16/2022 16:42:51;No Aplica ;Ditigre ;Cl 48 53 46;3504114428;3;Sí;2;67%;1;50%;2;100%;Madres cabeza de familia;No;Venta al detalle;Venta de calzado;Calzado;Interno;1;2;4;2;Sí;Medellín;Almacenamiento de inventarios;Miércoles, Viernes;1 vez por semana;09:00 a 10:00, 17:00 a 18:00;"En camión, estacionado en bahía y la ingresa el personal de mi empresa, En carreta ""zorrilla""";4;3;Carretilla;Motocicleta;2;Motocicleta;1;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
439;my;5/16/2022 16:22:43;comercializadoracentermedmatur@gmail.com;Comercializadora center ;Calle 46 53 05;5134081;32;Sí;20;63%;1;5%;13;65%;Madres cabeza de familia;Sí;Fabricante Compran terminado y comercializa;Fabricación (manufacturas) Compran terminado y comercializa;Manufacturas;Interno;1;4;200;3;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;5;10:00 a 11:00, 14:00 a 15:00, 16:00 a 17:00;En camión, estacionado en zona bahía y la ingresa la empresa transportadora;5;1;Carretilla, Elevador, Escaleras eléctricas ;No se realizan domicilios;1;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
440;my;5/16/2022 16:11:45;No Aplica ;Escorpión de la Moda ;Cl 48 53 10;3137709046;9;Sí;2;22%;0;0%;0;0%;Madres cabeza de familia;No;Venta al detalle;Confección y moda;Moda y textiles;Externo, compartido con otros comercios;1;1;10;3;Sí;Medellín;Almacenamiento de inventarios;Martes, Viernes;2;09:00 a 10:00, 17:00 a 18:00;En camión, estacionado en bahía y la ingresa el personal de mi empresa;5;4;Carretilla;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
441;my;5/16/2022 15:55:28;No Aplica ;Magno ;Cl 49 # 53 63 Local 112;310 599 22 00;11;Sí;6;55%;2;33%;0;0%;Madres cabeza de familia;No;Proveedor Ropa para Hombre y Mujer. ;Venta de calzado Ropa para Hombre y Mujer. ;Calzado;Externo, alquilado;1;2;4;2;Sí;Medellín;Almacenamiento de inventarios;Martes, Viernes;1 vez por semana;08:00 a 09:00;En camión, sobre la vía, En motocicleta;4;3;Carretilla;Caminata, Motocicleta, Vehículo particular;2;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
442;my;5/16/2022 15:54:14;pipemotos@gmail.com ;Pipe motos ;Calle  45 53 A 12;5898256 -3295338608;3;No;;0%;;;;;;;Proveedor;Mecánica ;Mecánica;Interno;1;1;50;3;Sí;Medellín;Otro ¿cuál?;Lunes;1 vez por semana;09:00 a 10:00;En camión, sobre la vía, En motocicleta;4;1;Bahía ;No se realizan domicilios;4;No se realizan ventas por internet;1;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
443;my;5/16/2022 15:38:12;bettwenventas@gmail.com;Bettwen ventas;Cl 49 # 53 63 Local 132 ;3113393324;9;Sí;4;44%;0;0%;0;0%;Madres cabeza de familia;No;Venta al detalle;Ropa de hombre y mujer ;Moda y textiles;Interno;1;1;3;2;Sí;Medellín;Recepción de mercancías;Martes, Jueves;1 vez por semana;09:00 a 10:00;En vehículo particular;4;2;Carretilla, Elevador;Vehículo particular;2;Vehículo particular;1;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
444;my;5/16/2022 15:32:02;Tatiana Martínez.m@hotmail.com;Tomodachi;Carrera 53 a 45 18;3016672962;4;Sí;2;50%;1;50%;1;50%;Madres cabeza de familia;Sí;Proveedor;Bisuteria ;Artículos para el hogar;Externo, alquilado;1;2;80;3;Sí;Medellín;Almacenamiento de inventarios;Lunes;La periodicidad es mensual;09:00 a 10:00;En camión, estacionado en zona bahía y la ingresa la empresa transportadora;5;2;Carretilla;Caminata, Motocicleta;5;No se realiza;1;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
445;my;5/16/2022 15:23:55;angie.uribe_280315@gmail.com;Sweet Jeans ;Cl 49 # 53 63;3218507492;7;Sí;3;43%;0;0%;0;0%;Madres cabeza de familia;No;Venta al detalle;Ropa para todo tipo de mujer. ;Moda y textiles;Externo, compartido con otros comercios;1;2;6;2;Sí;Medellín;Almacenamiento de inventarios;Miércoles, Sábado;2;09:00 a 10:00;"En carreta ""zorrilla""";4;3;Carretilla;Caminata, Motocicleta, Vehículo particular;2;Motocicleta, Vehículo particular;1;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
446;my;5/16/2022 14:43:41;marcasymarcas.fashion@gmail.com;Marcas y Marcas;Carrera 53 # 48 80;3136393762;3;Sí;2;67%;0;0%;2;100%;Ninguna de las anteriores;No;Venta al detalle;Textiles;Moda y textiles;Interno;1;2;8;2;Sí;Medellín;Almacenamiento de inventarios;Martes;La periodicidad es quincenal;10:00 a 11:00;"En carreta ""zorrilla""";5;1;Carretilla;Motocicleta;1;Motocicleta;1;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
447;my;5/16/2022 14:33:02;Importadoresdeinsumoselmayorista@gmail.com;Insumos el Mayorista;Carrera 53 # 48 74;3144407822;4;Sí;1;25%;0;0%;1;100%;Madres cabeza de familia;No;Proveedor;Textiles;Moda y textiles;Interno;1;2;80;3;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes;1 vez por semana;19:00 a 20:00;"En camión, estacionado en bahía y la ingresa el personal de mi empresa, En carreta ""zorrilla""";4;2;Ninguno;"Van, Carreta ""zorrilla""";7;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
448;my;5/16/2022 14:19:01;disyribuidoramundoamor@gmail.com;Distribuidora Mundo Amor;Carrera 53 # 48 70;3205233100;2;Sí;1;50%;0;0%;1;100%;Madres cabeza de familia;No;Venta al detalle;Textiles;Moda y textiles;Interno;1;2;6;2;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;1 vez por semana;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00;"En carreta ""zorrilla""";5;5;Ninguno;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
449;my;5/16/2022 14:06:14;rattaneg@gmail.com;Rattan;Carrera 53 # 48 56 Local 101;3127419823;6;Sí;3;50%;0;0%;3;100%;Madres cabeza de familia;No;Venta al detalle;Textiles;Moda y textiles;Externo, alquilado;1;5;80;2;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00;En camión, estacionado en zona bahía y la ingresa la empresa transportadora;5;1;Elevador;Motocicleta;1;Motocicleta;1;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
450;my;5/16/2022 14:00:41;Gladyszuluagaarostizabal@gmail.com;Tienda pros;Calle 48 # 50a 25;3122680166;1;Sí;1;100%;1;100%;1;100%;Madres cabeza de familia;No;Venta al detalle;Venta de calzado;Calzado;No;0;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;2;12:00 a 13:00;"En carreta ""zorrilla""";5;5;Carretilla;No se realizan domicilios, Caminata;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
451;my;5/16/2022 13:56:33;guillermohoyos688@gmail.com;Ana fragancias;Carrera 53 46 35 102c;3136329581;2;No;;0%;;;;;;;Venta al detalle;Perfumería;Cosméticos y productos de belleza;No;0;;;;;;;Lunes;1 vez por semana;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00;En vehículo particular;4;3;Ninguno;Motocicleta;1;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
452;my;5/16/2022 13:55:33;melanyvaleryhenry@gmail.com;Surtimedias;Carrera 53 # 48 56 ;3204390293;2;Sí;1;50%;0;0%;0;0%;Madres cabeza de familia;No;Venta al detalle;Textiles;Moda y textiles;Externo, alquilado;1;3;50;2;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;3;09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00;"En carreta ""zorrilla""";3;3;Carretilla;"Motocicleta, Carreta ""zorrilla""";1;Motocicleta;2;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
453;my;5/16/2022 13:53:33;Mascotalandiapichincha@tarraointerior.com;Ciudadhuellitas;Calle 48 #  50 a 13;3187557369;3;Sí;2;67%;2;100%;2;100%;Ninguna de las anteriores;No;Venta al detalle;Tienda de mascotas;Productos veterinarios y mascotas;Interno;1;1;8;4;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;11:00 a 12:00;"En carreta ""zorrilla""";5;1;Carretilla;Motocicleta, Van;1;Motocicleta, Van;3;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
454;my;5/16/2022 13:48:11;Rosaines07sport@gmail.com;Mambo;Carrera 53 46 31 116;3144395979;2;Sí;1;50%;0;0%;1;100%;Ninguna de las anteriores;No;Venta al detalle;Venta de calzado;Calzado;Interno;2;2;3;2;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes;La periodicidad es quincenal;09:00 a 10:00;"En carreta ""zorrilla""";3;4;Carretilla;Motocicleta;2;Motocicleta;2;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
455;my;5/16/2022 13:41:58;Andreacare97@hotmail.com;Fríos y calienticos;Carrera 51 # 46 00 módulo 116;No aplica;1;Sí;1;100%;1;100%;1;100%;Madres cabeza de familia;Sí;Venta al detalle Producción de alimentos;Restaurante Producción de alimentos;Restauración;No;0;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;6 o más;10:00 a 11:00;"En carreta ""zorrilla""";5;5;Carretilla;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
456;my;5/16/2022 13:41:22;Kompraderoalmacen@gmail.com;Comercializadora el kompradero;Carrera 53 48 58;3176348875;6;Sí;5;83%;1;20%;1;20%;Migrantes;No;Venta al detalle;Textiles;Moda y textiles;Interno;1;1;10;3;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;08:00 a 09:00, 13:00 a 14:00;"En carreta ""zorrilla""";3;3;Carretilla;Motocicleta, Transportadora;0;No se realizan ventas por internet;00;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
