est_address,employees,¿en su empresa o comercio cuentan con colaboradoras mujeres?,female_employees,porcentaje mujeres,female_emplo_distri,women_distri_percentage,female_distri_vincu,hired_women_percentage,female_popg,female_support,economic_activity,specific_activity,main_products,warehouse,number_warehouse,warehouse_floor,warehouse_area,warehouse_height,zuap_warehouse,warehouse_municipality,warehouse_type,supply_day,supply_week,supply_schedule,supply_unloading,supply_safety_percep,supply_bic_safety_perception,warehouse_equipement,delivery_transp_mode,num_deliveries,online_trans_mode,num_online_deliveries
Calle 46 52 26,10,Sí,5.0,0.5,0.0,0.0,5.0,1.0,"Madres cabeza de familia, Migrantes, Víctimas del conflicto armado",Sí,Proveedor,Confección y moda,moda y textiles,Interno,2.0,2.0,110.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",2,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa, En camión, sobre la vía, En carreta ""zorrilla""",4,1,Carretilla,Motocicleta,2,Motocicleta,1
Carrera 52 número 45 62 ,25,Sí,16.0,0.64,0.0,0.0,16.0,1.0,Madres cabeza de familia,Sí,Proveedor,Papelería,papeleria,Interno,4.0,3.0,250.0,6.0,Sí,Medellín,Recepción de mercancías,"Lunes, Jueves, Viernes",5,"08:00 a 09:00, 19:00 a 20:00","En camión, sobre la vía",5,1,Carretilla,Motocicleta,8,Motocicleta,6
Kr 49 # 49 - 73 of 501,3,Sí,2.0,0.6666666666666666,0.0,0.0,2.0,1.0,Ninguna de las anteriores,No,Proveedor,Administración de asociación Aparca,servicio de estacionamiento,No,,,,,,,,Lunes,La periodicidad es mensual,"10:00 a 11:00, 11:00 a 12:00","En carreta ""zorrilla""",5,1,No aplica,No se realizan domicilios,0,No se realizan ventas por internet,0
Carrera 52 45 92,3,Sí,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,Ninguna de las anteriores,Sí,Proveedor,Tecnología ,electronica,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",3,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00","En carreta ""zorrilla""",4,1,Carretilla,Motocicleta,2,No se realizan ventas por internet,0
Cl 49 # 54 39,9,Sí,7.0,0.7777777777777778,7.0,1.0,7.0,1.0,"Madres cabeza de familia, Migrantes",Sí,Venta al detalle,Textiles,moda y textiles,"Externo, propio",1.0,7.0,1200.0,4.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En camión, se descarga internamente, En camión, estacionado en bahía y la ingresa el personal de mi empresa, En camión, sobre la vía, En camión, en vías aledañas",4,1,"Carretilla, Elevador","Motocicleta, Vehículo particular",5,"Motocicleta, Vehículo particular",5
Carrera 52 46 68,6,Sí,3.0,0.5,0.0,0.0,3.0,1.0,Madres cabeza de familia,No,Venta al detalle,Restaurante ,restauracion,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00",En motocicleta,5,2,Ninguno ,Caminata,8,Motocicleta,5
"Carrera 52 49 06, Medellín, Antioquia, Colombia",3,Sí,2.0,0.6666666666666666,0.0,0.0,1.0,0.5,Madres cabeza de familia,No,Proveedor,Papelería,papeleria,Interno,1.0,2.0,5.0,3.0,Sí,Medellín,Recepción de mercancías,"Martes, Miércoles, Jueves",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00",En vehículo particular,3,2,NINGUNA,Motocicleta,2,Motocicleta,3
Cra 50 #52 -126,2,No,,0.0,,,,,,,Venta al detalle,"Venta de productos de belleza, Accesorios para celular",cosmeticos y productos de belleza,Interno,1.0,1.0,24.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Martes, Viernes",1 vez por semana,08:00 a 09:00,"En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En carreta ""zorrilla""",5,5,Carretilla,"Carreta ""zorrilla""",1,Motocicleta,1
Kr 50 52 154,8,Sí,2.0,0.25,0.0,0.0,2.0,1.0,Madres cabeza de familia,Sí,Proveedor,Accesorios de tecnología ,electronica,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En camión, sobre la vía, En camión, en vías aledañas, En carreta ""zorrilla""",4,1,Carretilla,Motocicleta,3,No se realizan ventas por internet,0
Carrera 52 46 68,53,Sí,32.0,0.6037735849056604,0.0,0.0,32.0,1.0,"Madres cabeza de familia, Migrantes, Víctimas del conflicto armado",No,Proveedor,Confección y moda,moda y textiles,Interno,8.0,17.0,300.0,6.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Viernes",2,"06:00 a 07:00, 07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En camión, sobre la vía, En camión, sobre el andén",5,1,Ninguna ,No se realizan domicilios,0,No se realizan ventas por internet,0
Kr 51 # 45 109,2,Sí,1.0,0.5,0.0,0.0,0.0,0.0,Ninguna de las anteriores,No,Venta al detalle,"Confección y moda, Venta de calzado",moda y textiles,No,,,,,,,,Sábado,La periodicidad es mensual,11:00 a 12:00,"En camión, estacionado en bahía y la ingresa el personal de mi empresa",5,5,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0
Carrera 53 48 03 ,10,Sí,6.0,0.6,0.0,0.0,6.0,1.0,Madres cabeza de familia,Sí,Proveedor,Belleza,cosmeticos y productos de belleza,Interno,3.0,1.0,176.0,6.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"06:00 a 07:00, 07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En camión, sobre la vía, En carreta ""zorrilla""",5,4,Ninguno ,Motocicleta,5,No se realizan ventas por internet,0
Kr 51 # 45 14,4,Sí,4.0,1.0,0.0,0.0,0.0,0.0,Madres cabeza de familia,No,Venta al detalle,"Decoración, Elementos misceláneos",articulos para el hogar,Interno,1.0,2.0,240.0,2.2,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",2,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00","En carreta ""zorrilla""",5,1,Carretilla,Transportadoras ,1,No se realizan ventas por internet,0
Carrera 53 47 13,4,Sí,3.0,0.75,0.0,0.0,3.0,1.0,Madres cabeza de familia,Sí,Proveedor,Elementos misceláneos,articulos para el hogar,Interno,1.0,2.0,20.0,4.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes",5,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00","En camión, sobre el andén",1,1,Ninguno,Van,8,Van,2
Carrera 53 47 12 cc megacentro piso 7,60,Sí,34.0,0.5666666666666667,0.0,0.0,34.0,1.0,Madres cabeza de familia,Sí,Proveedor,Zapatos,calzado,Interno,4.0,7.0,250.0,4.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00","En camión, sobre la vía, En camión, sobre el andén",5,1,Ninguno,No se realizan domicilios,0,No se realizan ventas por internet,0
Kr 51 # 45 52,4,Sí,2.0,0.5,0.0,0.0,2.0,1.0,Madres cabeza de familia,No,Proveedor,"Fabricación (manufacturas), Confección y moda, Textiles",moda y textiles,Interno,1.0,1.0,5.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En carreta ""zorrilla""",2,1,No aplica,Motocicleta,3,Motocicleta,0
Kr 56 48-23,15,Sí,7.0,0.4666666666666667,0.0,0.0,7.0,1.0,Madres cabeza de familia,Sí,Proveedor,Papelería,papeleria,Interno,1.0,2.0,290.0,4.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",5,"06:00 a 07:00, 19:00 a 20:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En camión, estacionado en bahía y la ingresa el personal de mi empresa, En carreta ""zorrilla""",5,3,Carretilla,Caminata,4,No se realizan ventas por internet,0
"Carrera 53 49 68,",5,Sí,5.0,1.0,0.0,0.0,5.0,1.0,Madres cabeza de familia,No,Proveedor,Ropa deportivo ,moda y textiles,Interno,3.0,3.0,150.0,6.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00","En camión, sobre la vía",1,1,Ninguno,Motocicleta,5,No se realizan ventas por internet,0
Carrera 53 a 45 61,3,Sí,2.0,0.6666666666666666,0.0,0.0,2.0,1.0,Madres cabeza de familia,No,Proveedor,Mensajería ,mensajeria,Interno,3.0,1.0,50.0,4.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En camión, sobre la vía",5,1,Carretilla,Van,0,No se realizan ventas por internet,0
Carrera53a 45 81,12,No,,0.0,,,,,,,Proveedor,Mensajeria,mensajeria,"Externo, alquilado",2.0,3.0,25.0,4.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 16:00 a 17:00","En camión, sobre la vía",5,1,Carretilla,Van,8,No se realizan ventas por internet,0
Carrera 53a 45 98,15,Sí,4.0,0.26666666666666666,0.0,0.0,4.0,1.0,Madres cabeza de familia,Sí,Proveedor,Ferretería,ferreteria,Interno,2.0,3.0,400.0,6.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En camión, sobre la vía",5,1,Carretilla,"Vehículo particular, Van",3,No se realizan ventas por internet,0
Carrera 54 45 20,8,Sí,2.0,0.25,0.0,0.0,2.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Venta de ropa ,moda y textiles,Interno,1.0,2.0,150.0,3.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",5,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00","En camión, sobre la vía",5,1,Carretilla,Motocicleta,6,Motocicleta,8
Kr 54 45 56,8,Sí,2.0,0.25,0.0,0.0,2.0,1.0,Madres cabeza de familia,Sí,Proveedor,De todo ,articulos para el hogar,Interno,3.0,2.0,250.0,6.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En camión, sobre la vía, En camión, sobre el andén",5,1,Carretilla,"Van, Furgón",3,"Van, Furgón",5
Carrera 54 45 68,4,Sí,3.0,0.75,0.0,0.0,3.0,1.0,Ninguna de las anteriores,Sí,Proveedor,Venta de productos de belleza,cosmeticos y productos de belleza,Interno,2.0,2.0,150.0,6.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",5,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00","En carreta ""zorrilla""",4,4,Carretilla,"Carreta ""zorrilla""",3,No se realizan ventas por internet,0
Carrera 54 45 24,4,Sí,1.0,0.25,0.0,0.0,1.0,1.0,Madres cabeza de familia,No,Proveedor,Ropa,moda y textiles,Interno,2.0,2.0,110.0,4.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00","En motocicleta,En vehículo particular",5,1,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0
Carrera 54 45A 38,7,Sí,3.0,0.42857142857142855,0.0,0.0,3.0,1.0,Madres cabeza de familia,No,Venta al detalle,Productos varios que distribuyen al centro,suministros,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",4,"08:00 a 09:00, 16:00 a 17:00",En vehículo particular,5,1,Ninguno,No se realizan domicilios,0,No se realizan ventas por internet,0
Carrera 54 45a38,2,Sí,2.0,1.0,0.0,0.0,2.0,1.0,Ninguna de las anteriores,No,Proveedor,Lociones ,cosmeticos y productos de belleza,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"06:00 a 07:00, 07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00",En vehículo particular,5,3,Ninguno ,No se realizan domicilios,0,No se realizan ventas por internet,0
Carrera 54 45a 38,1,Sí,1.0,1.0,0.0,0.0,1.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Perfumería,cosmeticos y productos de belleza,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00",En vehículo particular,5,3,Ninguno,No se realizan domicilios,0,No se realizan ventas por internet,0
Carrera 54 46 22,12,Sí,7.0,0.5833333333333334,0.0,0.0,7.0,1.0,Madres cabeza de familia,No,Venta al detalle,Papelería,papeleria,Interno,4.0,3.0,140.0,4.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00","En camión, sobre la vía, En camión, sobre el andén",5,1,Ninguna,Motocicleta,3,Motocicleta,5
Carrera 54 47 49,17,Sí,12.0,0.7058823529411765,0.0,0.0,12.0,1.0,Madres cabeza de familia,No,Proveedor,Venta de productos de belleza,cosmeticos y productos de belleza,Interno,2.0,2.0,170.0,5.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes",5,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En camión, sobre la vía, En camión, sobre el andén, En carreta ""zorrilla""",5,1,Ninguna,Motocicleta,6,"Motocicleta, Carreta ""zorrilla""",12
Carrera 54 46 71,15,Sí,12.0,0.8,0.0,0.0,12.0,1.0,Madres cabeza de familia,No,Venta al detalle,Venta de productos de belleza,cosmeticos y productos de belleza,"Externo, alquilado",1.0,4.0,25.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00","En carreta ""zorrilla""",5,4,"Carretilla, Elevador","Motocicleta, Vehículo particular, Carreta ""zorrilla""",4,"Motocicleta, Vehículo particular, Van, Furgón, Carreta ""zorrilla""",4
Cl 45 51 90,2,Sí,2.0,1.0,0.0,0.0,2.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Venta de productos de belleza,cosmeticos y productos de belleza,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",1 vez por semana,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En carreta ""zorrilla""",4,1,Ninguno ,Motocicleta,1,Motocicleta,1
Cl 46 54 33 local 206,7,Sí,6.0,0.8571428571428571,0.0,0.0,6.0,1.0,"Madres cabeza de familia, Migrantes",Sí,Proveedor,Piñateria,jugueteria y elementos deportivos,Interno,1.0,2.0,120.0,4.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",1 vez por semana,10:00 a 11:00,"En camión, se descarga internamente",5,3,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0
Kr 54 48 53,5,Sí,5.0,1.0,0.0,0.0,5.0,1.0,Madres cabeza de familia,No,Venta al detalle,"Confección y moda, Textiles",moda y textiles,"Externo, alquilado",1.0,1.0,150.0,10.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00","En camión, sobre la vía, En motocicleta,En vehículo particular",5,2,Carretilla,"Van, Furgón, Carreta ""zorrilla""",3,No se realizan ventas por internet,0
Cl46 53 37,5,Sí,2.0,0.4,0.0,0.0,0.0,0.0,Madres cabeza de familia,No,Proveedor,Confección y moda,moda y textiles,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",5,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00","En carreta ""zorrilla""",5,3,No,No se realizan domicilios,0,No se realizan ventas por internet,0
Cl 46 54 25,7,Sí,5.0,0.7142857142857143,0.0,0.0,5.0,1.0,Madres cabeza de familia,Sí,Proveedor,Papelería,papeleria,"Externo, alquilado",1.0,4.0,20.0,4.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa",5,3,"Carretilla, Elevador",Motocicleta,3,No se realizan ventas por internet,0
Cl 46 54 20 piso 4,48,Sí,15.0,0.3125,2.0,0.13333333333333333,15.0,1.0,Madres cabeza de familia,No,Proveedor,"Elementos misceláneos, Papelería y oficina",papeleria,Interno,1.0,4.0,600.0,4.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes",1 vez por semana,08:00 a 09:00,"En carreta ""zorrilla""",5,2,"Carretilla, Elevador","Motocicleta, Furgón",30,"Motocicleta, Carreta ""zorrilla""",30
Cl 46 54 33 ,4,Sí,3.0,0.75,0.0,0.0,3.0,1.0,"Madres cabeza de familia, Víctimas del conflicto armado",No,Proveedor,"Ferretería, Elementos misceláneos",ferreteria,"Externo, compartido con otros comercios",1.0,12.0,20.0,8.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En camión, sobre la vía",5,3,Carretilla,Vehículo particular,2,Vehículo particular,1
Carrera 56 número 46 49,3,Sí,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Parqueadero,servicio de estacionamiento,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo",5,"06:00 a 07:00, 07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00, 19:00 a 20:00",En motocicleta,5,2,Ninguno ,Ninguno,0,No se realizan ventas por internet,0
Cl 46 54 54,7,Sí,4.0,0.5714285714285714,0.0,0.0,4.0,1.0,Madres cabeza de familia,Sí,Venta al detalle,Papelería,papeleria,"Externo, alquilado",1.0,2.0,230.0,3.0,No,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes",5,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00","En carreta ""zorrilla"",En vehículo particular",1,3,Carretilla,Vehículo particular,1,No se realizan ventas por internet,1
Cl 48 54 48,10,Sí,2.0,0.2,0.0,0.0,2.0,1.0,Ninguna de las anteriores,No,Proveedor,Mensajería y envio,mensajeria,Interno,1.0,1.0,60.0,4.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"06:00 a 07:00, 07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00","En camión, se descarga internamente, En motocicleta, En carreta ""zorrilla""",5,5,Carretilla,"Motocicleta, Furgón, Carreta ""zorrilla""",15,No se realizan ventas por internet,0
Kr 55 # 45a 33,25,Sí,14.0,0.56,1.0,0.07142857142857142,14.0,1.0,"Madres cabeza de familia, Víctimas del conflicto armado",Sí,Venta al detalle,"Elementos misceláneos, Cigarrería, Juguetería Linterna",articulos para el hogar,Interno,1.0,2.0,1200.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En camión, en vías aledañas, En carreta ""zorrilla""",5,5,Carretilla,Vehículo particular,3,"Motocicleta, Vehículo particular, Rappifavor",3
Calle48#54-10,9,Sí,4.0,0.4444444444444444,2.0,0.5,4.0,1.0,Ninguna de las anteriores,Sí,Proveedor,"Mensajería, correos, ventas en línea",mensajeria,Interno,1.0,2.0,120.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00",En motocicleta,5,2,Carretilla,Motocicleta,50,No se realizan ventas por internet,0
Kr 54 46 71 local 151A,3,Sí,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle,Venta de productos de belleza,cosmeticos y productos de belleza,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",2,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00","En carreta ""zorrilla""",5,2,Ninguno,Motocicleta,2,"Motocicleta, Van",1
Cl 54 46 51,23,Sí,23.0,1.0,0.0,0.0,23.0,1.0,Madres cabeza de familia,Sí,Venta al detalle,Elementos misceláneos,articulos para el hogar,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00","En camión, se descarga internamente, En motocicleta, En carreta ""zorrilla"",En vehículo particular",5,3,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0
Kr 54 48 53,28,Sí,25.0,0.8928571428571429,0.0,0.0,25.0,1.0,Madres cabeza de familia,Sí,Proveedor,Elementos misceláneos,articulos para el hogar,Interno,1.0,1.0,100.0,5.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En camión, se descarga internamente",5,2,Carretilla,"Motocicleta, Mensajeria contratada",30,"Motocicleta, Mensajería contratada",30
Kr 55 45 17,4,No,,0.0,,,,,,,Proveedor,Logística de operaciones ,mensajeria,Interno,1.0,1.0,200.0,10.0,No,Caldas,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En carreta ""zorrilla""",5,1,"Carretilla, Elevador","Van, Furgón",32,No se realizan ventas por internet,0
Cc hueco número 1,5,Sí,2.0,0.4,0.0,0.0,2.0,1.0,Ninguna de las anteriores,No,Proveedor,Perfumería,cosmeticos y productos de belleza,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",5,"08:00 a 09:00, 18:00 a 19:00","En camión, sobre la vía",5,1,Ninguno,Motocicleta,6,Motocicleta,5
Kr 55 45a 10,27,Sí,10.0,0.37037037037037035,0.0,0.0,10.0,1.0,"Madres cabeza de familia, Víctimas del conflicto armado",No,Proveedor,"Aseo personal,bebes, miscelánea ",cosmeticos y productos de belleza,"Externo, alquilado",1.0,1.0,300.0,4.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00","En camión, se descarga internamente",2,1,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0
