company_name,est_address,employees,has_female_employees,female_employees,porcentaje mujeres,female_emplo_distri,women_distri_percentage,female_distri_vincu,hired_women_percentage,female_popg,female_support,economic_activity,specific_activity,main_products,warehouse,number_warehouse,warehouse_floor,warehouse_area,warehouse_height,zuap_warehouse,warehouse_municipality,warehouse_type,supply_day,supply_week,supply_schedule,supply_unloading,supply_safety_percep,supply_bic_safety_perception,warehouse_equipement,delivery_transp_mode,num_deliveries,online_trans_mode,num_online_deliveries,supply_frequency_num,econ_main,econ_sub1,econ_sub2
Móvil House,Calle 53 49 49,8,Sí,2.0,0.25,0.0,0.0,2.0,1.0,"Madres cabeza de familia, Víctimas del conflicto armado",No,Proveedor,Tecnología,electronica,"Externo, alquilado",2.0,3.0,3.0,2.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En camión, sobre la vía, En camión, sobre el andén, En camión, en vías aledañas, En motocicleta, En carreta ""zorrilla"",En vehículo particular",1,1,Carretilla,"Motocicleta, Vehículo particular",8,No se realizan ventas por internet,0,,Proveedor,,
Papelería y algo más la libertad,Kr 50 52 146,2,Sí,1.0,0.5,0.0,0.0,0.0,0.0,Madres cabeza de familia,No,Venta al detalle,"Elementos misceláneos, Papelería",papeleria,"Externo, alquilado",1.0,-1.0,9.0,3.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",2,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En motocicleta, En carreta ""zorrilla""",2,2,No aplica,No se realizan domicilios,0,No se realizan ventas por internet,0,2,Venta al detalle,,
Celutronic,Calle 53 49 75,8,Sí,5.0,0.625,0.0,0.0,2.0,0.4,"Madres cabeza de familia, Migrantes",Sí,Venta al detalle,Tecnología,electronica,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",2,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En carreta ""zorrilla""",1,1,Ninguno,Caminata,10,No se realizan ventas por internet,0,2,Venta al detalle,,
Conec-t,Calle 53 49 85,1,Sí,1.0,1.0,1.0,1.0,1.0,1.0,Migrantes,Sí,Venta al detalle,Accesorios de tecnología,electronica,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",2,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00","En carreta ""zorrilla""",2,1,Rampa fija,No se realizan domicilios,0,No se realizan ventas por internet,0,2,Venta al detalle,,
Variedades Nicolás Giraldo,Cl 45 # 51 61,60,Sí,14.0,0.23333333333333334,7.0,0.5,7.0,0.5,"Madres cabeza de familia, Migrantes",Sí,Proveedor,"Electrodomésticos y hogar, Elementos misceláneos, Venta de productos de belleza",electrodomesticos,"Externo, alquilado",1.0,2.0,450.0,3.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En camión, estacionado en bahía y la ingresa el personal de mi empresa, En camión, sobre el andén, En camión, en vías aledañas, En camión, estacionado en parqueadero propiedad de un tercero, En carreta ""zorrilla""",5,2,Carretilla,"Motocicleta, Vehículo particular",5,No se realizan ventas por internet,0,6,Proveedor,,
Gorras curazao y sombreros,Carrera 51 45 53,7,Sí,4.0,0.5714285714285714,0.0,0.0,4.0,1.0,Madres cabeza de familia,No,Proveedor,Sombreros,moda y textiles,Interno,2.0,1.0,150.0,5.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",2,"06:00 a 07:00, 07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00",En vehículo particular,4,1,Ninguno,Motocicleta,2,No se realizan ventas por internet,0,2,Proveedor,,
PUNTO DE LA PIÑATERIA Y VARIEDADES J.G,"Carrera 51 49 59, Medellín, Antioquia, Colombia",8,Sí,3.0,0.375,0.0,0.0,3.0,1.0,Madres cabeza de familia,No,Proveedor,piñateria,jugueteria y elementos deportivos,Interno,2.0,2.0,10.0,3.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00","En camión, sobre la vía, En camión, en vías aledañas",4,1,ninguno,"Caminata, Motocicleta",3,Motocicleta,4,,Proveedor,,
Distribuidora Sara,Cl 48 53 84 local 115,3,Sí,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,Madres cabeza de familia,No,Venta al detalle,Textiles,moda y textiles,"Externo, alquilado",1.0,2.0,15.0,2.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En carreta ""zorrilla""",1,1,Carretilla,Transportadoras,1,"Motocicleta, Transportadoras",1,6,Venta al detalle,,
Mongir Almacén,Calle 46 52 26,10,Sí,5.0,0.5,0.0,0.0,5.0,1.0,"Madres cabeza de familia, Migrantes, Víctimas del conflicto armado",Sí,Proveedor,Confección y moda,moda y textiles,Interno,2.0,2.0,110.0,3.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",2,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa, En camión, sobre la vía, En carreta ""zorrilla""",4,1,Carretilla,Motocicleta,2,Motocicleta,1,2,Proveedor,,
El pingüino,Carrera 52 número 45 62,25,Sí,16.0,0.64,0.0,0.0,16.0,1.0,Madres cabeza de familia,Sí,Proveedor,Papelería,papeleria,Interno,4.0,3.0,250.0,6.0,yes,Medellín,Recepción de mercancías,"Lunes, Jueves, Viernes",5,"08:00 a 09:00, 19:00 a 20:00","En camión, sobre la vía",5,1,Carretilla,Motocicleta,8,Motocicleta,6,5,Proveedor,,
Asociación de Empresarios de Aparcaderos de Antioquia Aparca,Kr 49 # 49 - 73 of 501,3,Sí,2.0,0.6666666666666666,0.0,0.0,2.0,1.0,Ninguna de las anteriores,No,Proveedor,Administración de asociación Aparca,servicio de estacionamiento,No,,,,,,,,Lunes,La periodicidad es mensual,"10:00 a 11:00, 11:00 a 12:00","En carreta ""zorrilla""",5,1,No aplica,No se realizan domicilios,0,No se realizan ventas por internet,0,1,Proveedor,,
Siuexpress,Carrera 52 45 92,3,Sí,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,Ninguna de las anteriores,Sí,Proveedor,Tecnología,electronica,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",3,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00","En carreta ""zorrilla""",4,1,Carretilla,Motocicleta,2,No se realizan ventas por internet,0,,Proveedor,,
Linotex,Cl 49 # 54 39,9,Sí,7.0,0.7777777777777778,7.0,1.0,7.0,1.0,"Madres cabeza de familia, Migrantes",Sí,Venta al detalle,Textiles,moda y textiles,"Externo, propio",1.0,7.0,1200.0,4.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En camión, se descarga internamente, En camión, estacionado en bahía y la ingresa el personal de mi empresa, En camión, sobre la vía, En camión, en vías aledañas",4,1,"Carretilla, Elevador","Motocicleta, Vehículo particular",5,"Motocicleta, Vehículo particular",5,6,Venta al detalle,,
Brasas hollywood,Carrera 52 46 68,6,Sí,3.0,0.5,0.0,0.0,3.0,1.0,Madres cabeza de familia,No,Venta al detalle,Restaurante,restauracion,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00",En motocicleta,5,2,Ninguno,Caminata,8,Motocicleta,5,6,Venta al detalle,,
PAPELERIA COLOMBIA,"Carrera 52 49 06, Medellín, Antioquia, Colombia",3,Sí,2.0,0.6666666666666666,0.0,0.0,1.0,0.5,Madres cabeza de familia,No,Proveedor,Papelería,papeleria,Interno,1.0,2.0,5.0,3.0,yes,Medellín,Recepción de mercancías,"Martes, Miércoles, Jueves",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00",En vehículo particular,3,2,NINGUNA,Motocicleta,2,Motocicleta,3,,Proveedor,,
Tekno go,Cra 50 #52 -126,2,No,,0.0,,,,,nan,,Venta al detalle,"Venta de productos de belleza, Accesorios para celular",cosmeticos y productos de belleza,Interno,1.0,1.0,24.0,3.0,yes,Medellín,Almacenamiento de inventarios,"Martes, Viernes",1 vez por semana,08:00 a 09:00,"En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En carreta ""zorrilla""",5,5,Carretilla,"Carreta ""zorrilla""",1,Motocicleta,1,1,Venta al detalle,,
Premiertecnology,Kr 50 52 154,8,Sí,2.0,0.25,0.0,0.0,2.0,1.0,Madres cabeza de familia,Sí,Proveedor,Accesorios de tecnología,electronica,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En camión, sobre la vía, En camión, en vías aledañas, En carreta ""zorrilla""",4,1,Carretilla,Motocicleta,3,No se realizan ventas por internet,0,,Proveedor,,
Saraí clothings,Carrera 52 46 68,53,Sí,32.0,0.6037735849056604,0.0,0.0,32.0,1.0,"Madres cabeza de familia, Migrantes, Víctimas del conflicto armado",No,Proveedor,Confección y moda,moda y textiles,Interno,8.0,17.0,300.0,6.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Viernes",2,"06:00 a 07:00, 07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En camión, sobre la vía, En camión, sobre el andén",5,1,Ninguna,No se realizan domicilios,0,No se realizan ventas por internet,0,2,Proveedor,,
VIP TIENDA DEPORTIVA,Kr 51 # 45 109,2,Sí,1.0,0.5,0.0,0.0,0.0,0.0,Ninguna de las anteriores,No,Venta al detalle,"Confección y moda, Venta de calzado",moda y textiles,No,,,,,,,,Sábado,La periodicidad es mensual,11:00 a 12:00,"En camión, estacionado en bahía y la ingresa el personal de mi empresa",5,5,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,1,Venta al detalle,,
Cacharrería arjaher,Carrera 53 48 03,10,Sí,6.0,0.6,0.0,0.0,6.0,1.0,Madres cabeza de familia,Sí,Proveedor,Belleza,cosmeticos y productos de belleza,Interno,3.0,1.0,176.0,6.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"06:00 a 07:00, 07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En camión, sobre la vía, En carreta ""zorrilla""",5,4,Ninguno,Motocicleta,5,No se realizan ventas por internet,0,6,Proveedor,,
Sam cam,Kr 51 # 45 14,4,Sí,4.0,1.0,0.0,0.0,0.0,0.0,Madres cabeza de familia,No,Venta al detalle,"Decoración, Elementos misceláneos",articulos para el hogar,Interno,1.0,2.0,240.0,2.2,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",2,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00","En carreta ""zorrilla""",5,1,Carretilla,Transportadoras,1,No se realizan ventas por internet,0,2,Venta al detalle,,
Deco house,Carrera 53 47 13,4,Sí,3.0,0.75,0.0,0.0,3.0,1.0,Madres cabeza de familia,Sí,Proveedor,Elementos misceláneos,articulos para el hogar,Interno,1.0,2.0,20.0,4.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes",5,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00","En camión, sobre el andén",1,1,Ninguno,Van,8,Van,2,5,Proveedor,,
Bona,Carrera 53 47 12 cc megacentro piso 7,60,Sí,34.0,0.5666666666666667,0.0,0.0,34.0,1.0,Madres cabeza de familia,Sí,Proveedor,Zapatos,calzado,Interno,4.0,7.0,250.0,4.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00","En camión, sobre la vía, En camión, sobre el andén",5,1,Ninguno,No se realizan domicilios,0,No se realizan ventas por internet,0,6,Proveedor,,
Surtigorras,Kr 51 # 45 52,4,Sí,2.0,0.5,0.0,0.0,2.0,1.0,Madres cabeza de familia,No,Proveedor,"Fabricación (manufacturas), Confección y moda, Textiles",moda y textiles,Interno,1.0,1.0,5.0,3.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En carreta ""zorrilla""",2,1,No aplica,Motocicleta,3,Motocicleta,0,6,Proveedor,,
Distribuciones Fargo,Kr 56 48-23,15,Sí,7.0,0.4666666666666667,0.0,0.0,7.0,1.0,Madres cabeza de familia,Sí,Proveedor,Papelería,papeleria,Interno,1.0,2.0,290.0,4.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",5,"06:00 a 07:00, 19:00 a 20:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En camión, estacionado en bahía y la ingresa el personal de mi empresa, En carreta ""zorrilla""",5,3,Carretilla,Caminata,4,No se realizan ventas por internet,0,5,Proveedor,,
DyG moda y estilo,"Carrera 53 49 68,",5,Sí,5.0,1.0,0.0,0.0,5.0,1.0,Madres cabeza de familia,No,Proveedor,Ropa deportivo,moda y textiles,Interno,3.0,3.0,150.0,6.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00","En camión, sobre la vía",1,1,Ninguno,Motocicleta,5,No se realizan ventas por internet,0,6,Proveedor,,
Inter rapidísimo,Carrera 53 a 45 61,3,Sí,2.0,0.6666666666666666,0.0,0.0,2.0,1.0,Madres cabeza de familia,No,Proveedor,Mensajería,mensajeria,Interno,3.0,1.0,50.0,4.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En camión, sobre la vía",5,1,Carretilla,Van,0,No se realizan ventas por internet,0,6,Proveedor,,
Te entrego,Carrera53a 45 81,12,No,,0.0,,,,,nan,,Proveedor,Mensajeria,mensajeria,"Externo, alquilado",2.0,3.0,25.0,4.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 16:00 a 17:00","En camión, sobre la vía",5,1,Carretilla,Van,8,No se realizan ventas por internet,0,6,Proveedor,,
Ferreelectricos,Carrera 53a 45 98,15,Sí,4.0,0.26666666666666666,0.0,0.0,4.0,1.0,Madres cabeza de familia,Sí,Proveedor,Ferretería,ferreteria,Interno,2.0,3.0,400.0,6.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En camión, sobre la vía",5,1,Carretilla,"Vehículo particular, Van",3,No se realizan ventas por internet,0,6,Proveedor,,
Select group,Carrera 54 45 20,8,Sí,2.0,0.25,0.0,0.0,2.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Venta de ropa,moda y textiles,Interno,1.0,2.0,150.0,3.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",5,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00","En camión, sobre la vía",5,1,Carretilla,Motocicleta,6,Motocicleta,8,5,Venta al detalle,,
Los montañeros,Kr 54 45 56,8,Sí,2.0,0.25,0.0,0.0,2.0,1.0,Madres cabeza de familia,Sí,Proveedor,De todo,articulos para el hogar,Interno,3.0,2.0,250.0,6.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En camión, sobre la vía, En camión, sobre el andén",5,1,Carretilla,"Van, Furgón",3,"Van, Furgón",5,6,Proveedor,,
Paulis make up,Carrera 54 45 68,4,Sí,3.0,0.75,0.0,0.0,3.0,1.0,Ninguna de las anteriores,Sí,Proveedor,Venta de productos de belleza,cosmeticos y productos de belleza,Interno,2.0,2.0,150.0,6.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",5,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00","En carreta ""zorrilla""",4,4,Carretilla,"Carreta ""zorrilla""",3,No se realizan ventas por internet,0,5,Proveedor,,
Mayoristas la 54,Carrera 54 45 24,4,Sí,1.0,0.25,0.0,0.0,1.0,1.0,Madres cabeza de familia,No,Proveedor,Ropa,moda y textiles,Interno,2.0,2.0,110.0,4.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00","En motocicleta,En vehículo particular",5,1,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,6,Proveedor,,
Grupo inversionistas y asociados giga,Carrera 54 45A 38,7,Sí,3.0,0.42857142857142855,0.0,0.0,3.0,1.0,Madres cabeza de familia,No,Venta al detalle,Productos varios que distribuyen al centro,suministros,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",4,"08:00 a 09:00, 16:00 a 17:00",En vehículo particular,5,1,Ninguno,No se realizan domicilios,0,No se realizan ventas por internet,0,,Venta al detalle,,
Expresión perfume,Carrera 54 45a38,2,Sí,2.0,1.0,0.0,0.0,2.0,1.0,Ninguna de las anteriores,No,Proveedor,Lociones,cosmeticos y productos de belleza,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"06:00 a 07:00, 07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00",En vehículo particular,5,3,Ninguno,No se realizan domicilios,0,No se realizan ventas por internet,0,6,Proveedor,,
Expression,Carrera 54 45a 38,1,Sí,1.0,1.0,0.0,0.0,1.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Perfumería,cosmeticos y productos de belleza,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00",En vehículo particular,5,3,Ninguno,No se realizan domicilios,0,No se realizan ventas por internet,0,,Venta al detalle,,
Papelería Cúcuta,Carrera 54 46 22,12,Sí,7.0,0.5833333333333334,0.0,0.0,7.0,1.0,Madres cabeza de familia,No,Venta al detalle,Papelería,papeleria,Interno,4.0,3.0,140.0,4.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00","En camión, sobre la vía, En camión, sobre el andén",5,1,Ninguna,Motocicleta,3,Motocicleta,5,6,Venta al detalle,,
La pulga,Carrera 54 47 49,17,Sí,12.0,0.7058823529411765,0.0,0.0,12.0,1.0,Madres cabeza de familia,No,Proveedor,Venta de productos de belleza,cosmeticos y productos de belleza,Interno,2.0,2.0,170.0,5.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes",5,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En camión, sobre la vía, En camión, sobre el andén, En carreta ""zorrilla""",5,1,Ninguna,Motocicleta,6,"Motocicleta, Carreta ""zorrilla""",12,5,Proveedor,,
INVERSIONES KAUTIVA,Carrera 54 46 71,15,Sí,12.0,0.8,0.0,0.0,12.0,1.0,Madres cabeza de familia,No,Venta al detalle,Venta de productos de belleza,cosmeticos y productos de belleza,"Externo, alquilado",1.0,4.0,25.0,3.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00","En carreta ""zorrilla""",5,4,"Carretilla, Elevador","Motocicleta, Vehículo particular, Carreta ""zorrilla""",4,"Motocicleta, Vehículo particular, Van, Furgón, Carreta ""zorrilla""",4,6,Venta al detalle,,
Nancy Gómez tienda de maquillaje,Cl 45 51 90,2,Sí,2.0,1.0,0.0,0.0,2.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Venta de productos de belleza,cosmeticos y productos de belleza,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",1 vez por semana,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En carreta ""zorrilla""",4,1,Ninguno,Motocicleta,1,Motocicleta,1,1,Venta al detalle,,
El bazar de la variedad,Cl 46 54 33 local 206,7,Sí,6.0,0.8571428571428571,0.0,0.0,6.0,1.0,"Madres cabeza de familia, Migrantes",Sí,Proveedor,Piñateria,jugueteria y elementos deportivos,Interno,1.0,2.0,120.0,4.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",1 vez por semana,10:00 a 11:00,"En camión, se descarga internamente",5,3,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,1,Proveedor,,
TEXTILES EL YOYO,Kr 54 48 53,5,Sí,5.0,1.0,0.0,0.0,5.0,1.0,Madres cabeza de familia,No,Venta al detalle,"Confección y moda, Textiles",moda y textiles,"Externo, alquilado",1.0,1.0,150.0,10.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00","En camión, sobre la vía, En motocicleta,En vehículo particular",5,2,Carretilla,"Van, Furgón, Carreta ""zorrilla""",3,No se realizan ventas por internet,0,,Venta al detalle,,
Distribuidora Danseb,Cl46 53 37,5,Sí,2.0,0.4,0.0,0.0,0.0,0.0,Madres cabeza de familia,No,Proveedor,Confección y moda,moda y textiles,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",5,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00","En carreta ""zorrilla""",5,3,No,No se realizan domicilios,0,No se realizan ventas por internet,0,5,Proveedor,,
Distribuidora el panamazo,Cl 46 54 25,7,Sí,5.0,0.7142857142857143,0.0,0.0,5.0,1.0,Madres cabeza de familia,Sí,Proveedor,Papelería,papeleria,"Externo, alquilado",1.0,4.0,20.0,4.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa",5,3,"Carretilla, Elevador",Motocicleta,3,No se realizan ventas por internet,0,,Proveedor,,
