id,db,Marca temporal,Nombre de la empresa,Dirección de la empresa,Teléfono de contacto,Por favor indique el número de colaboradores que tiene su empresa o comercio,¿En su empresa o comercio cuentan con colaboradoras mujeres?,Por favor indique el número de mujeres que trabajan en su empresa o comercio,Porcentaje mujeres,"De sus empleadas mujeres, ¿Cuántas hacen parte de la cadena de distribución del negocio (conducen, reparten domicilios, acompañan las entregas, etc.)?",% mujeres en la distribución,De las mujeres vinculadas a la cadena logística de su empresa o comercio ¿Cuántas están vinculadas por contrato laboral?,% mujeres vinculadas,"Entre sus colaboradoras mujeres, alguna(s) se identifica(n) con los siguientes grupos poblacionales:",¿Acompañan y/o apoyan el proceso formativo de las mujeres que hacen parte de la cadena logística?,"Por favor, indique dentro de la siguientes categorías, cuál se relaciona con la actividad realizada en su comercio:",De acuerdo al listado señale en orden de importancia las 3 principales actividades comerciales que se desarrollan en su establecimiento:,Productos principales,¿Su establecimiento cuenta con espacio de bodega o almacenamiento de mercancías o productos?,¿Con cuántos espacios de bodega cuenta?,¿En qué piso se ubica(n) la(s) bodegas que sirven a su empresa o comercio?,"Por favor, indique el área de la bodega que sirve a su comercio en metros cuadrados:","Por favor, indique la altura en metros de la bodega que sirve a su comercio:",¿El(los) espacio(s) de bodega están ubicados al interior de la ZUAP?,¿En qué municipio se encuentra ubicada la bodega que sirve a su comercio?,"Por favor, indique el tipo de bodega con la que cuenta:","Por favor, seleccione los días en los cuales recibe materiales, materias primas o productos:",¿Cuántas veces por semana abastece su establecimiento?,"Por favor, indique los horarios durante los cuales realiza las actividades de cargue y descargue de las mercancías:","Por favor, indique la forma en la que ingresa la mercancía a su comercio o área de bodega:","En una escala de 1 a 5, donde 1 es ""Muy inseguro"" y 5 ""Muy seguro"", ¿considera usted que el proceso de cargue y descargue de mercancías en camión, carro o motocicleta es?","En una escala de 1 a 5, donde 1 es ""Muy inseguro"" y 5 ""Muy seguro"", ¿considera usted que el proceso de cargue y descargue de mercancías en bicicleta es?",¿El establecimiento o bodega posee alguno de los siguientes elementos para el cargue y descargue de mercancías?,¿Qué medio realiza para el envío de sus artículos a domicilio?,¿Cuántos domicilios realiza a diario su establecimiento?,¿Qué medio realiza para el envío de sus ventas por internet?,¿Cuántos envíos de artículos vendidos por internet realiza a diario su establecimiento?,Ir al fin de la encuesta.,"De acuerdo con el tipo de carga que distribuye su empresa, indique máximo 3 tipos en el siguiente listado:",¿El origen de la mercancía que transporta es el Valle de Aburrá?,"Por favor, indique el municipio:","Por favor, indique cuántas entregas hace en el centro de Medellín al día:","Por favor, indique el número de establecimientos que surte en el centro de Medellín a diario:",¿Cuántos pedidos recibe su empresa diariamente que tienen como destino el centro de Medellín?,Por favor indique la cantidad de vehículos con combustión a diésel (ACPM) con los que cuenta su empresa:,Por favor indique la cantidad de vehículos con combustión a gasolina con los que cuenta su empresa:,Por favor indique la cantidad de vehículos con combustión a gas natural vehicular (GNV) con los que cuenta su empresa:,Por favor indique la cantidad de vehículos con motor eléctrico con los que cuenta su empresa:,"Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos anteriores a 1990]","Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 1991 y 2000]","Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 2001 y 2010]","Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 2011 y 2015]","Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos del 2016 en adelante]","¿Cuánto es el rendimiento en galones/kilómetro, de sus vehículos a ACPM?","¿Cuánto es el rendimiento en galones/kilómetro, de sus vehículos a gasolina?","¿Cuánto es el rendimiento en metros cúbicos/kilómetro, de sus vehículos a GNV?","¿Cuánto es el rendimiento kilowatt-hora, de sus vehículos eléctricos?",¿Cuánto es el costo total por movilizar un camión cargado hacia el centro de Medellín?,¿Cuántas horas al volante permanece durante un turno de reparto una/un conductora/or en su empresa?,"De acuerdo con la siguiente escala, donde 1 es ""Muy compleja"" y 5 es ""Muy adecuada"" ¿Cómo considera la relación de sus conductores con los demás actores viales (peatones, ciclistas, conductores, transporte público) en el espacio público de la ZUAP?",¿Al interior de su empresa se realizan actividades que promuevan la actividad física entre sus calaboradoras/es?,¿Qué actividades se realizan?,¿Cuántas veces por semana se realizan actividades para promover la actividad física?,¿Conoce usted el Decreto No 1790 de noviembre 20 de 2012 (Decreto de Zona Amarilla o de cargue y descargue en el centro de la ciudad)?,establishment_type_clean
410,my,2022-08-09 22:02:02.052,CASA LUISIAN,CL 46 51 - 31,5138029,3,Sí,3.0,1.0,0.0,0.0,3.0,1.0,"Madres cabeza de familia, Víctimas del conflicto armado",Sí,Venta al detalle,Confección y moda,Moda y textiles,Interno,1.0,1.0,5.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00","En motocicleta, En carreta ""zorrilla"",En vehículo particular",3,3,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,my,2022-08-09 19:26:24.394,CASIOLANDIA,Cl 46 53 - 40,2317399,3,Sí,3.0,1.0,0.0,0.0,3.0,1.0,Madres cabeza de familia,No,Venta al detalle,RELOJERIA,Joyas,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",La periodicidad es mensual,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00","En motocicleta, En carreta ""zorrilla"",En vehículo particular",1,1,NINGUNO,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,my,2022-08-09 12:40:02.151,Jennifer,Calle 40 20 e0,3206826888,1,Sí,1.0,1.0,1.0,1.0,1.0,1.0,Migrantes,No,Venta al detalle,"Mensajería, correos, ventas en línea",Mensajería,"Externo, compartido con otros comercios",1.0,1.0,1.0,1.0,No,Medellín,Recepción de mercancías,Jueves,4,11:00 a 12:00,"En camión, en vías aledañas",5,5,Rampa fija,Furgón,12,Caminata,12,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,my,2022-08-09 21:55:52.121,CREDISHOP,Cl 48 50A 07,5408575,3,Sí,2.0,0.6666666666666666,0.0,0.0,2.0,1.0,"Madres cabeza de familia, Migrantes",No,Venta al detalle,CREDITOS,Servicios financieros,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00","En motocicleta,En vehículo particular",1,1,NINGUNO,NINGUNO,0,NINGUNO,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,my,2022-08-09 18:26:49.055,SELECT GROUP STORE,Cl 48 53 63,3145806288,3,Sí,2.0,0.6666666666666666,0.0,0.0,2.0,1.0,Madres cabeza de familia,No,Venta al detalle,Confección y moda,Moda y textiles,Interno,1.0,1.0,5.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00","En motocicleta, En carreta ""zorrilla"",En vehículo particular",4,2,Carretilla,Motocicleta,2,Motocicleta,4,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,my,2022-08-09 18:32:48.769,PAPELERIA MEGAPEL,Cl 49 51 57,3104843820,9,Sí,5.0,0.5555555555555556,0.0,0.0,5.0,1.0,Madres cabeza de familia,No,Venta al detalle,Papelería,Papelería,"Externo, propio",1.0,4.0,10.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00","En camión, sobre la vía, En carreta ""zorrilla""",3,1,Carretilla,"Motocicleta, Vehículo particular",2,"Motocicleta, Vehículo particular, Van",2,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,my,2022-08-09 18:40:06.677,TEXTILES EL FAISAN,Cl 49 53 101,5119947,26,Sí,16.0,0.6153846153846154,0.0,0.0,10.0,0.625,"Madres cabeza de familia, Migrantes",Sí,Venta al detalle,"Confección y moda, Textiles",Moda y textiles,"Externo, alquilado",1.0,1.0,250.0,5.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",4,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En camión, sobre el andén",5,1,"Carretilla, Elevador","Van, Furgón, Carreta ""zorrilla""",4,"Motocicleta, Van, Furgón, Carreta ""zorrilla""",4,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,my,2022-08-16 10:09:58.824,Textiles jara,Calle 49 56 48,5121421,9,Sí,3.0,0.3333333333333333,0.0,0.0,3.0,1.0,Ninguna de las anteriores,No,Proveedor,Textiles,Moda y textiles,Interno,2.0,1.0,30.0,6.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En camión, sobre la vía",5,1,Ninguno,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,my,2022-07-28 13:43:46.612,Kronodigital,Cll 53 #49-139,3166522884,3,Sí,2.0,0.6666666666666666,1.0,0.5,1.0,0.5,Ninguna de las anteriores,Sí,Venta al detalle,Tecnología,Electrónica,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En carreta ""zorrilla""",3,2,Carretilla,Motocicleta,3,Motocicleta,3,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,my,2022-07-28 12:13:15.301,Punto iPod,Cl 53 # 49 35,4737706,2,Sí,2.0,1.0,1.0,0.5,2.0,1.0,"Madres cabeza de familia, Migrantes",No,Venta al detalle,Tecnología,Electrónica,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",1 vez por semana,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00",En vehículo particular,5,2,No aplica,Motocicleta,1,Motocicleta,1,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,my,2022-07-28 12:41:49.747,Elite móvil,Cl 53 # 49 56,3017434678,5,Sí,3.0,0.6,0.0,0.0,0.0,0.0,"Madres cabeza de familia, Migrantes",No,Proveedor,Tecnología,Electrónica,Interno,1.0,1.0,18.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En motocicleta, En carreta ""zorrilla"",En vehículo particular",5,1,Carretilla,"Caminata, Vehículo particular, Carreta ""zorrilla"", Transportadora",10,"Caminata, Motocicleta, Vehículo particular, Transportadora",10,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,my,2022-07-29 10:06:30.822,Estación de la belleza,Calle 50 51 06,5114546,12,Sí,11.0,0.9166666666666666,0.0,0.0,11.0,1.0,"Madres cabeza de familia, Víctimas del conflicto armado",No,Venta al detalle,Perfumería,Cosméticos y productos de belleza,Interno,1.0,2.0,20.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",5,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En camión, estacionado en bahía y la ingresa el personal de mi empresa, En camión, sobre la vía, En motocicleta, En carreta ""zorrilla""",1,1,Rampa fija,Motocicleta,3,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,my,2022-07-28 13:51:17.910,Celustarfem,Calle 53 49 -136,3002694221,7,Sí,4.0,0.5714285714285714,0.0,0.0,4.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle,Accesorios para celular,Electrónica,No,,,,,,,,Lunes,La periodicidad es quincenal,09:00 a 10:00,"En camión, estacionado en zona bahía y la ingresa la empresa transportadora",3,2,Carretilla,No se realizan domicilios,1,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,my,2022-07-28 12:06:25.183,Kimala sas,Cl 53 # 49 39,3042963352,4,Sí,3.0,0.75,0.0,0.0,0.0,0.0,Mujeres pertenecientes a grupos étnicos,Sí,Venta al detalle,Tecnologia,Electrónica,Interno,1.0,2.0,4.0,1.5,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes",5,10:00 a 11:00,"En camión, estacionado en bahía y la ingresa el personal de mi empresa,En vehículo particular",5,1,Carretilla,"Motocicleta, Trasnportadora",2,"Motocicleta, Trnasportadora",0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,my,2022-07-28 14:17:45.507,Boon smartphone,Kr 59 52 100,3126241056,12,Sí,7.0,0.5833333333333334,0.0,0.0,0.0,0.0,"Madres cabeza de familia, Migrantes",No,Venta al detalle,Tecnología,Electrónica,"Externo, alquilado",1.0,3.0,16.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00","En carreta ""zorrilla""",2,2,Carretilla,"Motocicleta, Transportadoras",10,"Motocicleta, Transportadoras",10,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,my,2022-07-28 12:16:33.600,GTA accesorios grandes en tecnología,Calle 53 49 48,3506609363,6,Sí,1.0,0.16666666666666666,0.0,0.0,1.0,1.0,Madres cabeza de familia,No,Proveedor,Tecnología,Electrónica,Interno,1.0,1.0,1.0,1.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",2,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En carreta ""zorrilla""",5,1,Carretilla,Motocicleta,2,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,my,2022-07-28 12:27:36.818,Móvil House,Calle 53 49 49,3117602377,8,Sí,2.0,0.25,0.0,0.0,2.0,1.0,"Madres cabeza de familia, Víctimas del conflicto armado",No,Proveedor,Tecnología,Electrónica,"Externo, alquilado",2.0,3.0,3.0,2.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En camión, sobre la vía, En camión, sobre el andén, En camión, en vías aledañas, En motocicleta, En carreta ""zorrilla"",En vehículo particular",1,1,Carretilla,"Motocicleta, Vehículo particular",8,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,my,2022-07-28 14:27:21.712,Papelería y algo más la libertad,Kr 50 52 146,5116623,2,Sí,1.0,0.5,0.0,0.0,0.0,0.0,Madres cabeza de familia,No,Venta al detalle,"Elementos misceláneos, Papelería",Papelería,"Externo, alquilado",1.0,-1.0,9.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",2,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En motocicleta, En carreta ""zorrilla""",2,2,No aplica,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,my,2022-07-28 12:40:18.861,Celutronic,Calle 53 49 75,3044663233,8,Sí,5.0,0.625,0.0,0.0,2.0,0.4,"Madres cabeza de familia, Migrantes",Sí,Venta al detalle,Tecnología,Electrónica,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",2,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En carreta ""zorrilla""",1,1,Ninguno,Caminata,10,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,my,2022-07-28 13:39:50.907,Conec-t,Calle 53 49 85,3204056705,1,Sí,1.0,1.0,1.0,1.0,1.0,1.0,Migrantes,Sí,Venta al detalle,Accesorios de tecnología,Electrónica,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",2,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00","En carreta ""zorrilla""",2,1,Rampa fija,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,my,2022-07-27 12:37:29.993,Variedades Nicolás Giraldo,Cl 45 # 51 61,4482164,60,Sí,14.0,0.23333333333333334,7.0,0.5,7.0,0.5,"Madres cabeza de familia, Migrantes",Sí,Proveedor,"Electrodomésticos y hogar, Elementos misceláneos, Venta de productos de belleza",Electrodomésticos,"Externo, alquilado",1.0,2.0,450.0,3.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En camión, estacionado en bahía y la ingresa el personal de mi empresa, En camión, sobre el andén, En camión, en vías aledañas, En camión, estacionado en parqueadero propiedad de un tercero, En carreta ""zorrilla""",5,2,Carretilla,"Motocicleta, Vehículo particular",5,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,my,2022-07-29 10:00:55.411,Gorras curazao y sombreros,Carrera 51 45 53,3106245263,7,Sí,4.0,0.5714285714285714,0.0,0.0,4.0,1.0,Madres cabeza de familia,No,Proveedor,Sombreros,Moda y textiles,Interno,2.0,1.0,150.0,5.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",2,"06:00 a 07:00, 07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00",En vehículo particular,4,1,Ninguno,Motocicleta,2,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,my,2022-07-27 10:17:54.025,PUNTO DE LA PIÑATERIA Y VARIEDADES J.G,"Carrera 51 49 59, Medellín, Antioquia, Colombia",3176582156,8,Sí,3.0,0.375,0.0,0.0,3.0,1.0,Madres cabeza de familia,No,Proveedor,piñateria,Juguetería y elementos deportivos,Interno,2.0,2.0,10.0,3.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00","En camión, sobre la vía, En camión, en vías aledañas",4,1,ninguno,"Caminata, Motocicleta",3,Motocicleta,4,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,my,2022-07-29 11:04:12.972,Distribuidora Sara,Cl 48 53 84 local 115,3137956815,3,Sí,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,Madres cabeza de familia,No,Venta al detalle,Textiles,Moda y textiles,"Externo, alquilado",1.0,2.0,15.0,2.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En carreta ""zorrilla""",1,1,Carretilla,Transportadoras,1,"Motocicleta, Transportadoras",1,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,my,2022-07-29 10:23:14.889,Mongir Almacén,Calle 46 52 26,5116746,10,Sí,5.0,0.5,0.0,0.0,5.0,1.0,"Madres cabeza de familia, Migrantes, Víctimas del conflicto armado",Sí,Proveedor,Confección y moda,Moda y textiles,Interno,2.0,2.0,110.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",2,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa, En camión, sobre la vía, En carreta ""zorrilla""",4,1,Carretilla,Motocicleta,2,Motocicleta,1,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,my,2022-08-01 10:29:42.645,El pingüino,Carrera 52 número 45 62,No aplica,25,Sí,16.0,0.64,0.0,0.0,16.0,1.0,Madres cabeza de familia,Sí,Proveedor,Papelería,Papelería,Interno,4.0,3.0,250.0,6.0,Sí,Medellín,Recepción de mercancías,"Lunes, Jueves, Viernes",5,"08:00 a 09:00, 19:00 a 20:00","En camión, sobre la vía",5,1,Carretilla,Motocicleta,8,Motocicleta,6,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,my,2022-07-28 11:42:24.210,Asociación de Empresarios de Aparcaderos de Antioquia Aparca,Kr 49 # 49 - 73 of 501,3007070168,3,Sí,2.0,0.6666666666666666,0.0,0.0,2.0,1.0,Ninguna de las anteriores,No,Proveedor,Administración de asociación Aparca,Servicio de estacionamiento,No,,,,,,,,Lunes,La periodicidad es mensual,"10:00 a 11:00, 11:00 a 12:00","En carreta ""zorrilla""",5,1,No aplica,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,my,2022-07-28 13:56:16.540,Siuexpress,Carrera 52 45 92,3145354780,3,Sí,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,Ninguna de las anteriores,Sí,Proveedor,Tecnología,Electrónica,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",3,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00","En carreta ""zorrilla""",4,1,Carretilla,Motocicleta,2,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,my,2022-08-01 11:18:16.457,Linotex,Cl 49 # 54 39,3503254389,9,Sí,7.0,0.7777777777777778,7.0,1.0,7.0,1.0,"Madres cabeza de familia, Migrantes",Sí,Venta al detalle,Textiles,Moda y textiles,"Externo, propio",1.0,7.0,1200.0,4.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En camión, se descarga internamente, En camión, estacionado en bahía y la ingresa el personal de mi empresa, En camión, sobre la vía, En camión, en vías aledañas",4,1,"Carretilla, Elevador","Motocicleta, Vehículo particular",5,"Motocicleta, Vehículo particular",5,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,my,2022-07-28 14:07:19.968,Brasas hollywood,Carrera 52 46 68,5115983,6,Sí,3.0,0.5,0.0,0.0,3.0,1.0,Madres cabeza de familia,No,Venta al detalle,Restaurante,Restauración,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00",En motocicleta,5,2,Ninguno,Caminata,8,Motocicleta,5,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,my,2022-07-27 10:30:18.353,PAPELERIA COLOMBIA,"Carrera 52 49 06, Medellín, Antioquia, Colombia",3106274945,3,Sí,2.0,0.6666666666666666,0.0,0.0,1.0,0.5,Madres cabeza de familia,No,Proveedor,Papelería,Papelería,Interno,1.0,2.0,5.0,3.0,Sí,Medellín,Recepción de mercancías,"Martes, Miércoles, Jueves",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00",En vehículo particular,3,2,NINGUNA,Motocicleta,2,Motocicleta,3,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,my,2022-07-28 14:24:02.687,Tekno go,Cra 50 #52 -126,3176863585,2,No,,0.0,,,,,,,Venta al detalle,"Venta de productos de belleza, Accesorios para celular",Cosméticos y productos de belleza,Interno,1.0,1.0,24.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Martes, Viernes",1 vez por semana,08:00 a 09:00,"En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En carreta ""zorrilla""",5,5,Carretilla,"Carreta ""zorrilla""",1,Motocicleta,1,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,my,2022-07-28 14:35:10.345,Premiertecnology,Kr 50 52 154,3015053862,8,Sí,2.0,0.25,0.0,0.0,2.0,1.0,Madres cabeza de familia,Sí,Proveedor,Accesorios de tecnología,Electrónica,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En camión, sobre la vía, En camión, en vías aledañas, En carreta ""zorrilla""",4,1,Carretilla,Motocicleta,3,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
